CO2,Speed
549,26.22
549,26.1
549,26.19
549,26.47
549,26.35
549,26.55
565,25.56
565,25.58
565,25.57
565,25.57
565,25.41
565,25.76
565,25.73
565,25.96
565,25.88
565,26.24
549,26.69
549,26.8
549,26.55
549,26.09
549,25.73
549,25.47
549,25.3
549,25.08
549,24.77
549,24.54
592,23.64
592,23.83
592,24.24
592,24.31
592,24.52
592,24.44
592,24.11
592,22.6
592,22.8
592,23.3
592,23.45
592,23.44
592,23.49
592,23.68
592,23.81
592,23.81
592,24.03
592,23.88
592,23.62
592,23.56
577,0.06
567,26.99
567,27.1
592,24.6
567,27.23
592,24.58
567,27.06
592,24.69
567,27.15
592,24.62
567,27.19
592,24.51
567,26.76
567,26.98
567,26.17
567,26.42
567,26.97
592,23.95
592,24.02
592,24.31
592,24.4
592,24.43
567,25.87
592,24.21
567,26.23
592,24.22
567,26.06
592,24.05
567,26.42
592,24.23
567,26.19
567,26.7
567,26.37
567,26.89
567,26.59
592,24.51
592,24.55
592,24.55
592,24.46
592,24.28
592,24.11
549,24.98
549,25.28
549,25.59
549,25.73
549,25.87
549,25.82
549,25.57
549,25.78
549,25.93
549,26.04
549,26.29
549,26.25
549,26.53
549,26.5
549,26.62
549,26.78
549,27.14
549,27.19
549,27.1
549,27.09
588,22.1
588,22.09
749,23.89
588,22.58
749,23.42
588,22.35
749,23.45
588,22.34
588,22.65
588,22.07
749,23.22
749,23.64
749,23.87
588,22.08
749,22.91
749,22.76
588,22.05
749,22.89
588,21.98
749,23.08
571,5.83
571,7.71
588,22.23
749,23.91
588,22.55
749,23.77
588,22.24
749,23.55
588,22.42
749,23.21
588,22.04
588,22.21
588,22.24
588,22.27
749,22.22
749,22.35
749,22.99
749,23.09
588,22.93
749,22.72
588,23.09
749,22.33
593,16.88
593,16.01
593,15.97
593,19.08
593,18.22
593,17.79
738,18.28
738,18.68
738,17.88
738,17.79
593,15.96
593,16.65
738,18.86
738,17.45
738,17.68
738,17.87
738,17.52
738,17.65
593,21.96
593,21.53
593,21.26
593,20.88
593,22.03
593,22.16
737,20.37
736,20.72
737,19.38
737,19.93
593,20.55
593,20.08
593,19.67
593,19.57
738,18.6
738,18.58
738,18.87
738,19.21
738,18.56
738,18.52
592,17.05
592,19.67
591,19.72
591,20.25
591,20.39
592,18.01
592,18.58
592,19.12
592,19.47
736,22.23
736,21.99
736,22.06
591,20.5
736,21.13
736,21.3
736,20.88
736,21.67
736,21.82
736,21.19
736,21.37
592,18.22
592,18.5
592,17.84
592,17.38
592,17.88
592,18.25
592,18.02
625,0.05
734,19.04
734,19.17
592,17.1
592,17.05
736,21.89
735,21.21
736,22.32
736,22.33
734,19.64
734,19.21
735,20.6
734,20.3
591,23.92
591,18.2
591,23.79
591,22.7
591,23.77
591,20.55
591,23.81
591,23.66
591,23.6
591,23.52
591,23.57
591,5.7
591,18.27
591,27.82
591,23.32
591,23.92
591,23.55
591,25.1
591,25.23
591,20.33
591,25.07
591,19.92
591,25.16
591,25.07
591,25.01
591,24.83
591,24.5
591,18.18
591,18.91
591,24.81
591,15.74
591,20.11
591,19.47
591,19.27
591,18.55
591,24.23
591,24.06
591,26.38
591,26.49
591,26.18
591,26.28
591,26.18
591,26.05
591,25.77
567,27.18
568,29.93
567,27.05
568,30.04
568,30.04
567,27.16
568,29.93
568,29.81
568,29.57
568,29.38
568,29.33
567,26.8
567,26.89
567,27
567,27.04
567,27.08
567,27.05
567,27.08
591,25.61
591,25.51
591,25.35
591,24.66
591,24.96
591,25.16
591,25.26
591,25.37
591,25.59
567,26.46
567,26.56
567,27.04
567,27.11
567,27.04
567,27.07
567,26.82
567,27.04
567,26.74
567,26.79
591,25.86
591,26.12
591,26.14
591,26.38
748,25.73
748,25.65
748,25.62
748,25.38
748,25.27
748,25.5
748,25.64
646,31.44
646,31.24
646,31.37
646,31.04
748,25.04
646,30.92
748,24.67
646,31.3
748,24.13
646,31.17
646,30.99
901,31.97
901,32.58
646,30.9
646,31.03
901,30.06
901,30.06
901,30.5
901,32.43
901,30.17
901,30.17
901,29.95
901,30.06
623,30.48
623,30.45
623,30.88
623,31.3
623,30.55
623,30.78
623,31.61
924,30.09
623,31.57
918,30.2
623,31.48
918,30.28
623,31.64
936,30.84
936,30.61
936,30.4
936,30.2
936,32.39
936,32.06
936,31.5
622,30.11
622,30.11
622,30.28
622,30.07
622,30.13
623,30.28
936,33.52
623,30.28
936,33.4
622,30.08
936,33.06
623,30.39
936,32.84
915,32.74
922,33.07
623,30.16
936,33.4
936,33.62
894,32.51
915,32.51
622,30.3
622,30.3
622,30.08
622,30.26
622,30.43
622,30.24
622,30.17
622,30.24
622,30.14
622,30.08
549,25.98
549,26.03
549,26.11
549,26.18
549,26.02
549,26.08
549,25.75
549,25.69
549,25.38
549,25.46
549,25.54
567,25.58
549,25.54
567,25.76
549,25.5
567,25.81
549,25.41
567,25.71
549,25.08
567,25.52
549,24.98
567,25.16
549,24.8
567,25.16
549,24.37
567,25.25
549,24.23
567,25.34
549,24.04
567,25.51
549,27.14
549,27.21
549,27.46
549,27.46
549,27.15
549,27.01
549,26.92
549,26.63
549,26.34
549,26.13
549,17.23
549,16.62
549,16.19
591,22.36
549,15.87
591,22.55
549,15.36
591,22.8
549,14.85
591,22.98
568,28.03
549,14.74
591,23.12
568,27.74
549,15.04
567,24.98
568,27.4
549,15.39
567,25.01
568,26.93
567,25.45
568,26.66
567,25.27
568,26.33
568,26.16
567,25.46
568,25.97
568,25.65
568,25.36
568,28.1
567,25.63
567,25.17
567,25.39
567,24.96
567,25.12
591,23.14
591,23.3
591,23.57
591,24.02
591,24.19
591,20.87
591,20.94
591,21.14
591,21.21
568,28.94
567,26.49
568,28.75
567,26.29
568,28.51
567,26.45
568,28.37
567,26.44
568,28.3
568,28.18
568,28.18
568,28.15
568,28.18
568,29.23
568,29.08
567,26.02
567,25.88
567,26.41
567,26.14
567,26.42
567,26.19
591,21.48
591,21.55
591,21.83
591,21.83
591,22.04
591,22.21
549,24.32
549,24.56
549,24.66
567,25.39
549,24.75
567,25.39
549,25.03
567,25.18
549,25.02
567,25.21
549,24.88
567,29.68
567,25.03
549,24.65
567,29.64
567,24.88
549,24.74
567,29.49
567,24.95
549,24.74
567,29.5
567,25.04
567,29.06
567,25.04
567,29.18
567,25.12
567,28.92
568,29.74
567,29.63
568,29.73
549,24.7
549,24.43
549,23.91
549,23.15
549,22.6
567,25.12
549,21.72
567,25.03
549,20.92
567,25.03
549,20.28
567,26.78
567,25.05
549,19.84
567,27.21
567,25.24
549,19.12
567,26.28
567,25.27
567,26.52
567,25.44
567,25.8
567,25.41
567,26.04
567,25.51
567,25.41
567,28.24
567,28.6
567,27.55
567,27.94
549,18.05
576,6.57
576,5.82
576,7.03
625,1.79
625,0.25
576,3.67
576,9.89
576,10.68
576,10.05
576,10.39
576,10.94
576,11.21
576,10.89
576,11.17
576,11.41
576,10.07
576,9.33
576,10.17
576,6.81
576,8.26
576,6.87
587,17.54
587,17.93
746,27.94
587,17.56
746,27.69
587,17.65
746,27.59
587,16.86
587,17.29
587,16.31
746,26.64
746,26.47
746,26.12
587,18.15
746,27.43
746,27.17
587,17.67
746,27.07
587,18.19
746,26.91
573,26.85
728,24.15
573,26.91
573,26.76
728,24.22
573,26.69
728,24.23
573,27.59
573,26.93
573,27.02
728,23.18
728,23.79
575,0.69
728,22.84
573,26.09
728,23.88
573,26.61
728,24.05
728,23.96
573,25.06
728,23.96
587,19.44
746,26.12
587,19.9
746,25.79
575,4.27
587,19.37
746,25.43
587,19.19
746,25.09
587,19.27
587,19.46
587,18.59
587,18.84
746,24.57
746,24.49
746,25.08
746,24.92
587,20.27
746,24.75
587,20.41
746,24.57
725,22.06
725,21.97
827,31.51
827,31.51
827,31.73
575,9.07
838,31.17
728,23.56
827,31.18
727,23.46
827,31.28
728,24.04
827,31.4
728,24.05
575,5.44
725,22.27
860,30.97
725,22.1
575,6.62
843,30.86
726,22.92
843,31.18
726,22.53
587,20.49
556,21.65
747,24.31
587,20.56
556,21.7
747,24.24
587,20.85
556,21.94
747,24.5
587,20.79
556,21.99
747,24.68
587,21.19
557,21.72
587,21.15
557,21.57
894,30.22
725,21.71
587,20.79
557,21.52
587,21.13
557,21.47
747,24.22
894,30.63
747,24.34
894,30.85
572,24.79
894,30.25
894,30.46
556,21.95
894,31.4
747,24.86
556,22.04
894,31.84
747,24.74
587,20.22
894,30.86
747,24.22
894,31.32
747,24.56
571,25.23
571,25.07
570,25.47
894,32.51
725,14.32
570,25.54
572,24.54
860,31.3
572,24.49
860,31.09
572,24.69
860,31.09
572,24.5
860,31.07
860,31.84
725,17.12
587,20.69
860,31.51
725,15.88
860,31.52
725,20.83
860,31.41
725,19.38
725,14.65
570,25.47
725,14.4
860,31.63
725,15.19
860,31.62
725,14.92
588,21.41
747,24.35
588,21.69
747,24.4
576,9.25
587,20.75
747,24.18
588,21.17
747,23.93
587,20.32
587,20.66
587,20.14
747,24.2
587,20.3
747,24.35
646,30.53
646,30.36
646,30.97
646,30.68
770,29.85
748,23.78
811,29.93
748,23.86
646,30.31
748,24.2
728,30.02
748,24.9
572,25.56
860,31.29
572,25.65
572,25.21
894,29.96
572,25.4
894,29.96
572,24.96
887,30.17
572,25.07
880,30.4
572,25.58
873,30.76
572,25.32
860,31.09
587,20.12
901,30.97
587,20.2
901,30.06
901,29.85
901,29.95
576,7.02
572,24.98
572,25.07
576,5.3
901,32.07
571,13.21
734,20.44
571,19.79
734,20.44
571,12.07
734,19.83
571,19.42
734,20.25
571,21.89
734,20.1
734,20.02
571,23.95
571,24.27
734,19.04
571,24.87
734,19.29
571,25.3
734,19.25
571,22.12
734,19.25
571,21.2
731,19.42
571,21.56
731,19.68
571,21.6
731,18.73
571,22.14
731,19.15
571,22.74
571,23.87
731,19.65
731,19.67
570,21.28
731,18.7
570,21.33
731,18.65
570,21.23
731,19.23
571,21.16
731,18.87
587,12.27
587,13.04
587,9.29
746,28.29
625,0.3
587,11.24
746,28.32
587,7.34
746,28.2
746,28.2
746,28.37
746,28.21
587,15.69
746,28.16
587,15.87
746,28.22
587,13.97
746,28.3
587,15.14
746,28.29
729,22.06
729,22.58
570,21.61
731,21.11
570,20.89
730,21.63
570,21.23
570,21.17
570,20.88
731,19.67
731,20.19
731,20.78
731,20.86
731,20.44
731,20.51
742,10.63
742,11.05
742,10.02
742,10.26
742,10.16
742,10.26
742,11.04
742,10.81
742,11.09
742,11.21
750,30.04
750,30.3
750,30.68
742,12.31
742,11.59
742,13.9
742,13.2
750,29.38
750,29.83
742,10.26
750,29.98
742,10.35
750,30.06
742,10.22
750,30.22
742,10.31
750,29.82
742,10.92
750,29.91
742,10.35
750,28.77
750,28.57
750,28.67
750,29.11
748,30.24
749,30.41
749,30.04
749,29.61
750,29.23
750,28.72
748,28.97
748,29.15
748,29.47
748,30.02
748,30.21
622,29.67
622,29.35
622,29.65
622,29.79
622,30.12
622,29.95
622,30.6
622,30.26
622,30.88
622,30.81
748,27.23
748,27.81
748,27.93
748,28.33
748,28.51
744,14.03
744,15.16
744,10.98
744,12.57
744,8.99
744,7.08
744,16.33
743,6.63
743,6.39
743,6.26
743,5.66
743,6.37
597,31.79
597,31.68
597,31.48
597,31.63
601,30.79
743,3.93
603,30.75
599,31.2
600,30.79
742,4.16
603,30.83
603,31
743,4.25
742,5.3
742,7.31
742,9.22
742,4.21
742,4.3
580,0.13
624,26.85
624,27.15
624,27.05
624,27.44
624,27.3
624,27.38
624,27.43
624,27.4
624,27.35
580,4.34
624,27.24
580,1.64
580,5.16
580,8.66
580,10.71
580,12.88
580,12.34
581,13.53
580,12.88
581,13.44
581,13.12
591,28.82
591,28.83
591,28.8
581,14.05
590,28.91
581,13.4
590,28.9
581,14.96
591,28.85
581,14.4
590,28.88
590,28.58
590,28.75
590,28.65
581,14.46
581,14.9
581,14.37
581,15.47
581,15.17
581,15.64
581,15.61
591,28.21
591,28.31
581,14.94
591,28.47
581,15.59
591,28.74
591,28.31
582,14.66
591,28.37
591,28.51
591,28.79
591,28.66
591,28.63
750,26
749,26.42
749,26.51
748,26.59
748,27.02
748,27.24
623,26.81
623,27.6
623,27.24
623,27.76
623,27.69
622,28.01
623,27.86
622,28.55
622,28.3
622,28.73
750,25.15
750,25.15
750,25.14
750,25.27
750,25.2
750,25.11
750,25.33
750,25.19
750,25.32
750,25.31
750,25.27
623,24.44
623,23.9
623,25.54
623,24.91
623,26
623,26
623,26.48
623,26.11
623,26.21
623,26.73
750,25.25
750,25.06
750,25
750,25.54
750,25.45
750,25.69
750,25.86
750,25.75
750,25.9
750,25.53
750,25.34
624,22.89
624,22.36
624,22.57
624,21.76
624,22.14
624,21.69
624,21.55
624,23.11
624,22.34
624,23.32
750,25.48
750,25.42
624,26.94
624,27.24
624,26.9
624,26.97
624,26.6
624,26.96
624,25.45
624,26.04
624,23.49
624,24.48
565,26.6
565,26.58
565,26.72
565,26.59
565,26.82
634,26.73
565,26.81
634,26.95
565,26.79
634,26.84
565,26.77
634,26.73
565,26.74
634,26.63
565,26.77
634,26.52
634,26.29
634,25.95
634,25.51
634,25.06
555,8.88
555,6.47
555,6.08
555,7.54
555,10.47
555,12.75
565,25.59
565,25.7
565,25.53
565,25.78
565,25.68
634,23.85
565,26.12
634,23.96
565,25.95
634,24.39
565,26.29
634,24.43
565,26.29
634,24.77
634,25.23
565,26.42
634,25.64
634,26.3
634,26.51
634,26.51
555,13.43
555,13.9
555,14.41
555,14.7
555,15.09
555,15.16
556,14.86
556,14.41
557,13.01
550,5.54
550,6.82
551,8.81
551,10.07
552,10.43
552,10.28
552,8.8
552,7.05
552,5.78
552,6.39
552,7.98
552,10.14
582,13.5
750,29.13
582,13.95
750,29.4
582,13.59
582,13.5
582,14.66
565,29.49
582,13.82
565,29.4
582,15.78
565,29.64
582,15.55
565,29.64
565,29.49
632,22.36
739,6.44
565,29.61
632,22.53
565,29.02
632,22.74
739,6.13
565,29.15
632,23.02
565,28.85
633,22.83
739,7.88
565,28.83
633,22.56
633,22.24
739,6.63
633,21.92
633,22
633,21.92
739,8.55
589,28.06
550,20.3
589,28.04
550,19.22
589,28.13
550,18.07
589,28.1
550,17.01
582,15.97
589,27.84
550,16.68
750,30.36
582,15.92
589,28.02
550,16.31
750,30.5
589,27.96
550,16.18
750,30.15
589,27.92
550,15.94
750,30.16
550,15.77
750,30.01
550,15.15
750,30.25
589,27.84
750,29.84
750,30.05
745,28.95
565,27.94
738,8.88
565,28.21
565,28.13
565,28.47
565,28.34
632,20.51
737,9.79
565,28.7
632,21.09
565,28.68
632,20.76
737,9.33
565,29.02
632,22.44
565,28.93
632,23.28
737,8.37
632,22.45
565,29.27
632,21.2
737,9.85
632,22.53
632,22.57
632,22.33
550,14.79
590,28.59
550,13.72
590,28.73
550,11.84
590,28.62
747,28.92
590,28.65
550,8.58
590,28.4
746,28.45
590,28.27
550,5.42
747,28.69
590,28.69
745,28.04
590,28.58
550,5.2
745,28.14
745,28.24
745,28.21
590,28.17
745,28.49
590,28.08
745,28.41
565,26.44
565,26.66
565,25.99
565,26.12
565,25.84
634,21.57
565,25.92
634,21.51
565,25.7
634,22.86
565,25.71
634,23.96
565,25.66
634,24.32
565,25.7
634,23.26
634,24.77
634,24.05
588,26.35
588,26.18
588,26.55
588,25.41
588,25.33
588,25.8
745,28.52
588,25.63
745,28.59
588,25.71
745,28.73
745,28.65
588,25.48
745,28.34
588,25.64
745,28.57
742,28.92
743,28.54
740,29.16
742,29.19
565,28.7
565,28.52
565,28.58
565,27.87
565,28.15
633,21.81
565,27.47
633,21.95
565,27.55
633,22.33
565,27.04
633,22.6
565,27.32
633,22.58
633,22.34
565,26.85
633,22.28
633,22.01
633,21.85
589,28.02
633,21.67
589,27.87
589,27.75
740,28.76
589,27.59
589,27.98
740,29.09
589,27.85
740,28.75
589,26.96
740,29.09
589,26.82
740,28.92
589,27.35
740,29.52
589,27.27
740,29.12
740,29.91
740,29.75
740,30.06
751,31.56
751,28.33
751,31.47
751,28.18
751,31.37
751,29.09
751,31.22
751,28.9
751,26.43
751,28.03
751,27.13
620,32.65
620,33.79
620,33.35
620,33.47
751,30.17
620,33.5
751,29.86
620,33.74
620,33.75
751,30.51
620,33.39
742,17.74
620,33.58
742,17.47
741,18.06
620,33.09
742,17.91
741,18.21
741,18.13
741,17.88
752,31.8
751,32.62
751,31.97
742,17.76
751,31.77
751,31.53
742,17.42
751,31.67
742,17.56
752,32.26
751,31.13
752,32.44
751,31.37
752,32.44
751,31.18
752,32.1
751,31.08
752,32
751,32
751,30.97
751,31.78
751,31.41
620,31.9
620,32.43
620,31.48
751,31.32
620,31.57
751,31.4
620,31.47
620,31.51
620,31.84
741,16.14
620,31.73
741,16.52
620,32.84
741,15.5
620,33.58
741,15.82
741,15.23
741,15.28
751,31.28
752,32.71
752,32.66
741,17.45
752,32.64
741,17.66
752,32.45
741,16.95
752,32.11
741,17.21
750,31.18
751,30.31
750,31.13
751,30.47
751,31.29
751,29.84
751,31.82
751,29.9
752,32.1
751,30.95
752,32.51
751,31.12
751,30.53
751,30.5
620,34.06
620,34.05
620,34.11
751,29.9
620,34.09
620,34.1
620,34.2
740,14.78
620,34.04
740,15.21
620,33.36
740,14.51
620,33.95
740,14.74
620,32.89
740,14.55
741,15.31
750,32.26
740,15.45
750,31.89
741,15.31
750,31.57
740,15.53
750,31.07
740,15.62
750,31.58
750,32.38
750,32.89
750,33.16
750,33.33
750,32.98
750,32.64
620,33.89
620,33.72
620,34.13
620,33.92
620,34.64
740,14.82
620,34.36
740,14.89
620,34.45
740,14.73
620,34.51
740,14.77
620,34
620,34.25
740,14.44
740,14.42
740,14.63
750,30.41
740,14.37
750,30.74
740,14.76
750,31.21
740,14.8
750,16.07
750,16.13
750,15.33
750,15.71
751,17.82
750,16.4
750,14.64
750,14.95
750,15.27
750,14.87
751,29.31
751,19.45
751,29.5
751,18.29
751,21.82
751,20.82
751,18.15
751,22.89
751,22.75
751,22.46
751,22.93
751,22.95
751,27.27
751,27.47
751,27.89
751,28.08
751,28.46
751,28.7
751,28.99
751,29.18
751,27.3
751,23.85
751,26.99
751,23.29
751,26.98
751,24.5
751,23.94
751,23
751,22.84
751,25.39
751,25.03
751,26.3
751,25.69
742,16.2
742,15.67
742,17.35
742,16.76
742,18.04
742,17.84
742,17.92
742,17.98
751,31.18
751,31.13
751,30.02
751,28.62
751,27.87
751,27.34
742,15.37
751,27.29
742,14.7
565,26.56
565,26.72
593,21.55
565,26.85
593,21.64
565,26.72
593,21.74
565,27.01
593,21.86
565,27.02
593,21.74
565,27.07
565,27.16
565,26.87
565,26.93
592,22.04
592,21.84
593,24.09
592,21.75
593,24.05
593,21.58
593,21.54
593,23.92
593,24.07
592,24.05
593,24.05
593,24
592,24.69
592,24.05
592,24.35
593,24.1
593,22.5
593,22.6
593,22.6
593,22.56
593,21.68
593,21.83
593,22.05
593,24.09
593,22.39
593,24.14
549,27.15
593,22.51
549,27.27
593,22.46
549,27.68
593,23.9
549,27.82
593,23.9
549,27.67
593,24.18
549,27.6
593,24.08
549,27.46
593,23.76
549,27.47
593,23.92
549,27.13
593,23.69
549,26.85
593,23.74
565,26.92
565,26.85
565,26.98
565,26.94
593,24.03
565,27.38
593,24.17
565,27.26
593,24.41
565,27.14
565,27.41
565,27.03
565,27
593,22.49
592,25.9
593,22.42
593,22.56
593,22.89
592,26.29
593,23.35
592,26.62
593,23.69
592,25.97
593,23.79
592,26.12
592,27.31
592,27.54
592,26.89
592,27.06
592,28.2
565,26.9
565,26.7
565,26.91
593,24.99
565,26.83
593,24.96
565,26.74
565,26.77
565,26.79
565,26.79
565,26.87
565,26.8
593,24.64
593,24.89
593,24.81
593,24.82
593,24.82
592,25.39
593,25.01
592,25.44
593,25.03
592,25.16
593,25.22
592,25.29
592,24.96
592,25
592,25.28
592,25.06
592,25.34
592,25.65
620,32.21
620,32.16
620,32.22
620,32.4
620,32.32
620,32.9
620,32.67
620,33.36
620,32.99
620,33.56
622,30.91
622,30.84
621,30.82
621,30.85
620,31.33
620,31.22
620,31.96
620,31.64
620,32.25
620,32.24
592,26.81
592,26.61
592,26.42
592,26.31
592,26.35
592,26.14
592,25.82
592,26.34
593,24.72
592,26.45
592,26.74
593,24.06
593,23.89
593,24.39
593,24.22
593,24.36
593,24.17
593,24.27
593,24.36
592,24.36
592,23.87
592,23.34
592,22.93
592,22.52
592,22.16
592,25.65
592,25.31
592,25.11
592,24.72
549,26.41
549,26.24
549,26.04
549,25.71
550,25.22
550,24.96
550,24.67
550,24.41
550,23.33
550,21.44
565,27.08
565,27.04
565,27.38
565,27.21
565,27.42
565,27.4
565,27.51
565,27.4
565,27.72
565,27.48
629,26.5
629,25.32
629,24.55
549,25.31
629,24.57
549,25.33
629,24.46
549,25.39
629,24.41
549,25.44
629,24.27
549,25.64
629,24.18
755,31.31
549,25.8
629,24.27
755,31.24
549,25.87
629,24.11
755,31.21
549,26.02
755,31.14
549,25.78
755,30.9
549,25.71
755,31.02
755,30.87
755,30.8
755,30.93
755,31
565,27.1
565,27.4
565,27.3
565,27.48
565,27.64
565,27.12
565,27.29
565,27.12
565,27.06
565,27.04
592,28.63
630,23.39
592,28.86
549,25.45
630,23.69
549,25.5
630,23.57
549,25.51
630,23.79
592,28.78
549,25.75
630,23.67
592,28.51
549,25.86
630,23.78
592,28.67
549,25.94
630,24.04
592,28.82
549,26.17
630,24.09
592,28.45
549,26.3
630,24.2
592,28.45
549,26.49
630,24.42
592,28.48
549,26.38
592,28.57
632,20.69
632,21.05
632,21.1
549,26.78
632,21.52
549,26.66
631,21.74
549,26.53
631,21.98
549,26.38
630,22.46
549,26.38
630,22.78
549,26.27
630,23.33
549,26.42
630,23.3
549,26.49
549,26.78
549,26.8
565,27.61
565,27.64
565,27.66
565,27.81
565,27.72
565,28
565,27.91
565,28.13
565,28.04
565,28.13
549,27.1
549,27.08
549,26.87
549,26.77
549,26.61
549,26.67
549,26.14
549,25.81
549,25.35
593,15.84
593,14.82
593,14.85
593,15.15
593,15.37
593,14.71
593,14.79
593,14.72
593,14.5
593,14.51
576,14.68
576,14.63
576,13.91
576,14.39
593,19.57
593,19.63
593,20.14
593,19.61
593,19.57
593,19.75
593,19.52
593,19.67
593,19.47
593,19.47
576,11.67
576,5.75
593,13.92
593,14.27
593,18.67
593,17.02
593,14.95
593,13.93
593,20.55
593,20.7
593,20.39
593,19.64
576,11.35
577,11.1
593,18.4
593,18.3
593,18.59
593,18.54
593,18.59
593,17.51
593,17.82
593,17.98
593,18.26
740,13.44
740,13.9
593,17.09
740,12.86
576,13.02
740,14.82
576,12.77
576,13.87
740,14.63
576,13.37
740,14.7
576,12.48
740,14.55
576,12.18
740,14.7
576,12.67
740,14.21
576,12.43
740,14.28
576,13.99
576,14.13
576,14.15
593,18.64
593,18.87
593,19.15
593,19.48
593,18.59
593,18.68
593,18.78
593,18.79
593,18.31
593,18.46
576,14.81
576,14.6
576,14.84
576,14.64
576,14.53
576,14.6
576,14.69
577,7.75
578,2.84
577,6.33
578,0.12
577,7.84
593,16.15
593,16.38
593,18.07
593,17.08
593,16.52
593,16.25
593,21.88
593,21.58
593,20.88
593,19.57
577,11.34
577,11.5
577,11.53
577,11.5
577,11.7
577,9.49
577,11.29
577,11.05
554,9.79
554,6.56
554,7.79
554,4.02
555,4.4
588,21.89
556,18.87
556,18.45
588,21.75
556,18.1
628,4.31
588,21.73
556,17.7
588,21.71
556,20.54
588,21.69
556,20.17
588,21.74
556,19.81
588,21.92
556,19.12
570,24.3
570,24.91
570,24.49
628,3.65
570,25.17
570,25.22
570,24.89
570,25.12
570,24.9
570,25.23
570,25.2
588,21.99
588,21.89
556,21.64
588,21.65
556,21.19
556,22.2
628,5.22
556,22.17
556,22.13
628,1.54
556,22.35
556,22.19
556,22.13
556,21.95
556,22.01
570,25.9
570,25.73
556,21.98
628,6.58
628,5.87
570,25
570,24.97
570,24.63
570,24.66
570,25.9
570,26.06
570,25.04
570,25.6
556,22.02
555,10.87
555,7.86
555,16.25
555,14.4
555,13.02
555,12.15
555,17.61
555,17.75
555,17.38
556,17.61
556,17.63
555,17.76
570,24.26
570,24.45
570,23.89
570,24.15
569,24.73
569,24.29
570,23.71
570,23.62
569,24.04
570,23.88
556,17.57
556,17.49
556,17.47
753,27.45
753,27.72
753,28.01
753,28.2
745,7.21
745,5.3
628,7.4
745,3.56
628,10.31
628,10.61
628,10.77
628,10.84
745,3.97
753,28.48
753,28.09
753,27.69
753,27.34
753,27.23
753,27.29
754,29.78
628,6.38
754,30.08
755,30.68
628,6.57
745,3.96
745,3.87
628,5.81
628,24.45
628,6.36
628,23.97
627,23.62
628,6.05
627,23.96
744,4.37
627,24.15
743,6.33
627,23.58
627,23.27
627,22.36
627,21.79
627,22.04
628,4.31
753,28.47
753,28.57
753,28.73
753,28.81
753,29.21
753,29.15
753,29.56
755,31.1
755,31.39
628,5.72
628,6.6
743,8.62
628,5.98
743,8.76
628,4.94
628,25.97
743,7.14
628,25.71
628,25.54
743,5.39
628,5.21
628,25.45
628,25.39
743,5.53
628,25.49
628,25.73
628,25.59
628,25.25
628,24.81
755,30.79
755,30.81
755,30.82
755,30.58
755,30.62
755,30.55
755,30.65
755,30.89
755,31.41
628,8.27
628,4.56
628,7.18
629,24.12
629,24.38
628,8.56
629,24.91
629,25.15
629,25.28
629,25.63
628,25.8
628,25.81
628,25.79
628,25.88
755,31.69
755,31.69
755,31.66
755,31.76
755,31.66
755,31.86
755,31.65
755,31.58
755,31.38
575,21.69
575,22.03
575,21.96
575,21.9
575,22.17
575,22.38
575,21.28
575,20.67
575,20.04
575,19.84
747,10.74
747,11.22
747,9.72
747,8.45
747,8.25
747,8.45
747,8.69
747,9.37
747,9.32
747,9.23
747,9.3
753,29.37
753,28.98
753,28.77
753,28.87
753,28.63
747,8.51
747,8.16
747,7.76
747,8.23
747,7.66
753,30.6
753,30.39
753,29.97
753,29.64
753,29.5
585,17.28
585,16.84
585,16.4
727,29.81
585,15.72
727,29.36
733,13.63
676,15.12
585,17.59
585,10.68
733,11.64
625,0.56
733,12.11
574,22.77
733,12.5
574,22.75
733,12.68
585,15.01
733,9.82
585,13.98
733,10.53
585,12.95
733,10.8
585,11.73
733,11.21
574,22.97
583,26.05
574,23.08
574,22.73
574,22.67
671,10.68
574,22.58
583,26.41
574,22.41
583,26.41
574,22.65
583,26.33
574,22.79
583,26.4
583,26.08
727,29.95
676,12.72
583,26.23
727,29.66
676,13.32
583,26.35
727,30.31
676,14.63
727,30.2
676,14.55
727,29.49
671,11.15
727,29.54
672,11.46
727,29.53
673,11.64
727,29.44
674,12.29
585,8.78
585,7.69
724,29.97
734,8.87
671,10.19
585,10.08
574,22.48
734,7.78
574,22.18
574,21.88
734,8.23
585,8.32
734,7.76
585,8.97
734,8
574,21.45
574,21.32
574,20.96
574,21.76
584,25.38
574,21.87
584,25.73
724,29.44
574,21.92
584,26.29
574,21.68
584,26.63
584,25.2
724,29.81
724,30.16
671,6.42
584,25.07
724,29.38
584,25.05
724,29.63
671,9.78
724,30.06
724,29.96
724,30.16
584,25.58
724,30.06
575,14.57
585,13.18
563,23.24
575,14.35
585,13.14
563,23.17
575,15.01
585,13.14
575,14.82
585,13.28
575,14.92
563,23.47
734,7.24
575,15.02
585,10.58
563,23.4
585,12.23
563,23.2
634,23.19
734,7.59
585,12.66
563,23.38
634,23.06
574,20.75
563,23.75
634,21.99
734,5.77
574,20.18
563,23.88
634,22.93
574,19.89
563,23.79
634,21.7
734,6.14
574,19.62
563,23.83
634,21.91
585,13.21
634,19.75
585,13.02
634,20.73
585,12.66
634,19.58
735,5.77
634,19.83
574,20.58
574,21.19
583,26.37
583,26.31
574,19.29
583,26.31
724,29.82
