Major,Course_id,Section,Building,Classroom,Section_days,Start_time,End_time,Students_number
MUSC,MUSC329B,0101,PAC,2201,TuTh,3:30pm,4:20pm,25
MUSC,MUSC329E,0101,PAC,2201,Th,7:00pm,10:00pm,1
MUSC,MUSC329M,0101,PAC,1230,MWF,12:00pm,12:50pm,8
MUSC,MUSC329O,0101,PAC,2170,F,4:00pm,6:00pm,0
MUSC,MUSC329W,0101,PAC,2201,MWF,12:00pm,12:50pm,16
MUSC,MUSC379,0101,PAC,2170,MW,4:00pm,6:00pm,2
MUSC,MUSC490,0101,PAC,2201,MWF,11:00am,11:50am,12
MUSC,MUSC490,0201,PAC,2540,MWF,9:00am,9:50am,12
MUSC,MUSC491,0101,PAC,2201,MW,1:00pm,1:50pm,1
MUSC,MUSC491,0201,PAC,2540,MW,1:00pm,1:50pm,4
MUSC,MUSC606,0101,TWS,1121,Th,10:30am,12:00pm,10
MUSC,MUSC629A,0102,PAC,1230,TuTh,3:30pm,6:30pm,5
MUSC,MUSC629C,0102,PAC,2540,MWF,11:00am,12:30pm,1
MUSC,MUSC629G,0101,PAC,1230,Th,7:00pm,8:30pm,1
MUSC,MUSC629J,0101,PAC,1230,MW,5:30pm,7:15pm,1
MUSC,MUSC629J,0201,PAC,1230,MW,1:00pm,2:15pm,0
MUSC,MUSC629J,0301,PAC,1230,M,7:30pm,9:30pm,0
MUSC,MUSC629K,0101,PAC,3160,Tu,5:30pm,7:00pm,0
MUSC,MUSC629L,0101,PAC,3160,Tu,7:00pm,8:30pm,0
MUSC,MUSC629P,0101,PAC,2540,F,3:30pm,6:00pm,3
MUSC,MUSC629P,0101,PAC,2540,W,5:00pm,7:00pm,3
MUSC,MUSC629Q,0101,PAC,2170,Th,7:00pm,8:30pm,0
MUSC,MUSC629R,0101,PAC,1230,MW,3:00pm,5:00pm,0
MUSC,MUSC629U,0101,PAC,2540,W,7:30pm,9:30pm,1
MUSC,MUSC629W,0102,PAC,2540,TuTh,3:30pm,6:30pm,4
MUSC,MUSC649B,0101,PAC,2201,MW,3:00pm,3:50pm,0
MUSC,MUSC649B,0101,PAC,2201,TuTh,3:30pm,4:20pm,0
MUSC,MUSC649E,0101,PAC,2201,Th,7:00pm,10:00pm,0
MUSC,MUSC649M,0101,PAC,1230,MWF,12:00pm,12:50pm,0
MUSC,MUSC649O,0101,PAC,2170,F,4:00pm,6:00pm,0
MUSC,MUSC649W,0101,PAC,2201,MWF,12:00pm,12:50pm,0
MUSC,MUSC659A,0101,PAC,3164,M,4:00pm,6:30pm,2
MUSC,MUSC675,0101,PAC,2160,Tu,3:30pm,6:00pm,5
NAVY,NAVY101,0101,ARM,0120,TuTh,8:00am,9:15am,18
NAVY,NAVY108,0101,ESJ,0224,Th,6:00am,7:50am,75
NAVY,NAVY108,0101,ESJ,0202,Th,6:00am,7:50am,75
NAVY,NAVY108,0101,ESJ,1202,Th,6:00am,7:50am,75
NAVY,NAVY108,0101,ESJ,2212,Th,6:00am,7:50am,75
NAVY,NAVY201,0101,ARM,0126,MW,8:00am,9:15am,19
NAVY,NAVY301,0101,ARM,0135,MW,8:00am,9:15am,17
NAVY,NAVY302,0101,ESJ,1224,TuTh,9:30am,10:45am,12
NAVY,NAVY401,0101,ESJ,0224,TuTh,8:00am,9:15am,22
NFSC,NFSC412,0101,MMH,3401,M,1:00pm,4:30pm,16
NFSC,NFSC412,0102,MMH,3401,W,2:00pm,5:30pm,11
NFSC,NFSC434,0101,MMH,3419,TuTh,12:30pm,4:00pm,11
NFSC,NFSC450,0101,MMH,3419,W,2:00pm,5:00pm,12
NFSC,NFSC450,0102,MMH,3419,M,1:00pm,4:00pm,10
NFSC,NFSC678M,0101,ESJ,1309,M,2:15pm,5:00pm,5
NFSC,NFSC679F,0101,MMH,3401,M,1:00pm,4:30pm,16
NFSC,NFSC679F,0102,MMH,3401,W,2:00pm,5:30pm,11
PEER,PEER319,0101,ESJ,2208,MW,4:00pm,4:50pm,8
PHIL,PHIL318B,0101,ASY,2203,MW,1:00pm,1:50pm,28
PHPE,PHPE308B,0101,ASY,2203,MW,1:00pm,1:50pm,28
PHYS,PHYS107,0101,PHY,3214,M,3:00pm,4:50pm,4
PHYS,PHYS107,0301,PHY,3214,Tu,1:00pm,2:50pm,10
PHYS,PHYS121,0301,PHY,3306,M,11:00am,12:50pm,24
PHYS,PHYS121,0302,PHY,3306,Tu,1:00pm,2:50pm,23
PHYS,PHYS121,0303,PHY,3306,Th,12:00pm,1:50pm,22
PHYS,PHYS121,0304,PHY,3306,Th,4:00pm,5:50pm,23
PHYS,PHYS121,0305,PHY,3306,Tu,5:00pm,6:50pm,20
PHYS,PHYS121,0306,PHY,3306,Tu,10:00am,11:50am,21
PHYS,PHYS121,0307,PHY,3306,W,11:00am,12:50pm,24
PHYS,PHYS121,0401,PHY,3306,M,5:00pm,6:50pm,21
PHYS,PHYS121,0403,PHY,3306,W,5:00pm,6:50pm,20
PHYS,PHYS121,0405,PHY,3306,Th,6:00pm,7:50pm,23
PHYS,PHYS121,PDS1,PHY,3306,W,8:00pm,9:50pm,5
PHYS,PHYS261,0101,PHY,3219,M,6:00pm,8:20pm,35
PHYS,PHYS261,0102,PHY,3219,M,12:00pm,2:20pm,26
PHYS,PHYS261,0103,PHY,3219,W,6:00pm,8:20pm,20
PHYS,PHYS261,0104,PHY,3219,Tu,2:00pm,4:20pm,36
PHYS,PHYS261,0105,PHY,3219,Tu,5:00pm,7:20pm,34
PHYS,PHYS261,0107,PHY,3219,W,11:00am,1:20pm,18
PHYS,PHYS261,0108,PHY,3219,Th,12:00pm,2:20pm,35
PHYS,PHYS261,0109,PHY,3219,Th,9:00am,11:20am,18
PHYS,PHYS261,0110,PHY,3219,Th,3:00pm,5:20pm,29
PHYS,PHYS271,0101,PHY,3213,M,9:00am,11:50am,28
PHYS,PHYS271,0103,PHY,3213,M,3:00pm,5:50pm,36
PHYS,PHYS271,0104,PHY,3213,Tu,8:00am,10:50am,11
PHYS,PHYS271,0105,PHY,3213,M,6:00pm,8:50pm,36
PHYS,PHYS271,0106,PHY,3213,Tu,11:00am,1:50pm,35
PHYS,PHYS271,0107,PHY,3213,Tu,4:00pm,6:50pm,36
PHYS,PHYS271,0108,PHY,3213,W,5:00pm,7:50pm,34
PHYS,PHYS271,0109,PHY,3213,Th,1:00pm,3:50pm,35
PHYS,PHYS271,0110,PHY,3213,W,2:00pm,4:50pm,36
PHYS,PHYS271,0111,PHY,3213,Th,9:00am,11:50am,29
PHYS,PHYS271,0112,PHY,3213,Th,4:00pm,6:50pm,36
PHYS,PHYS271,0113,PHY,3213,Th,7:00pm,9:50pm,14
PHYS,PHYS271,0114,PHY,3213,Tu,7:00pm,9:50pm,35
PHYS,PHYS275,0101,PHY,3104,W,2:00pm,5:50pm,8
PHYS,PHYS275,0201,PHY,3104,M,2:00pm,5:50pm,11
PHYS,PHYS275,0301,PHY,3104,Tu,2:00pm,5:50pm,11
PHYS,PHYS275,0401,PHY,3104,Th,2:00pm,5:50pm,11
PHYS,PHYS276,0101,PHY,3203,M,1:00pm,4:50pm,9
PHYS,PHYS276,0201,PHY,3203,Tu,1:00pm,4:50pm,11
PHYS,PHYS276,0301,PHY,3203,Th,2:00pm,5:50pm,11
PHYS,PHYS276,0401,PHY,3203,W,2:00pm,5:50pm,10
PHYS,PHYS375,0101,PHY,3115,M,3:00pm,5:50pm,13
PHYS,PHYS375,0201,PHY,3115,Tu,3:00pm,5:50pm,9
PHYS,PHYS375,0301,PHY,3115,W,3:00pm,5:50pm,14
PHYS,PHYS375,0401,PHY,3115,Th,3:00pm,5:50pm,4
PHYS,PHYS405,0101,EGR,0108,W,12:00pm,12:50pm,12
PHYS,PHYS405,0102,CHM,1402,W,12:00pm,12:50pm,13
PHYS,PHYS485,0101,PHY,1410,MF,2:00pm,2:50pm,30
PHYS,PHYS485,0101,PHY,3314,W,1:00pm,4:50pm,30
PHYS,PHYS685,0101,PHY,1410,MF,2:00pm,2:50pm,30
PHYS,PHYS685,0101,PHY,3314,W,1:00pm,4:50pm,30
PLCY,PLCY101,0101,ESJ,1202,MW,7:00pm,8:15pm,49
PLCY,PLCY400,0201,ESJ,1202,Tu,6:00pm,8:30pm,25
PLSC,PLSC271,0101,RGH,1136,Tu,3:30pm,5:15pm,12
PLSC,PLSC271,0102,RGH,1136,Th,3:30pm,5:15pm,12
PLSC,PLSC400,0101,BRB,1101,MWF,1:00pm,1:50pm,21
PLSC,PLSC400,0102,BRB,1101,MWF,1:00pm,1:50pm,24
PLSC,PLSC460,0101,ATL,2324,M,2:00pm,3:50pm,24
PLSC,PLSC460,0101,ATL,2324,W,2:00pm,2:50pm,24
PSYC,PSYC100,0301,MCB,1207,TuTh,4:30pm,5:45pm,20
PSYC,PSYC221,0301,MCB,1207,TuTh,6:30pm,7:45pm,19
SOCY,SOCY227,0101,LEF,2205,MWF,10:00am,10:50am,43
SOCY,SOCY699S,0101,ASY,1101,M,12:00pm,2:00pm,1
TDPS,TDPS201,5501,PAC,1702,F,3:30pm,5:30pm,20
THET,THET116,5501,PAC,2733,Tu,1:30pm,3:20pm,17
THET,THET377,5501,PAC,2733,W,10:00am,11:50am,10
THET,THET383,5501,PAC,2733,Th,1:30pm,3:20pm,8
THET,THET425,5501,PAC,3736,Tu,10:00am,11:50am,5
THET,THET451,5501,PAC,2740,Th,1:30pm,4:20pm,11
THET,THET471,5501,PAC,2733,W,3:00pm,5:50pm,0
THET,THET477,5501,PAC,2727,M,1:00pm,4:00pm,0
THET,THET649A,5501,PAC,2733,Th,10:00am,11:50am,3
THET,THET659D,5501,PAC,2727,M,1:00pm,4:00pm,4
THET,THET669X,5501,PAC,1908,Th,3:30pm,5:20pm,2
THET,THET672,5501,PAC,2733,W,3:00pm,5:50pm,4
THET,THET678,5501,PAC,2733,M,9:00am,11:50am,5
THET,THET679A,5501,PAC,2727,F,9:00am,12:50pm,5
TLPL,TLPL340,0101,ARC,0204,TuTh,1:00pm,2:15pm,12
TLPL,TLPL421,0101,ASY,1213,W,5:15pm,7:15pm,1
TLPL,TLPL437,0101,SHM,2102,MW,9:00am,11:50am,7
TLPL,TLPL478B,0101,SHM,2102,M,5:30pm,7:30pm,7
TLPL,TLPL478G,0201,TWS,1310,W,4:30pm,6:30pm,0
TLPL,TLPL478G,0301,SHM,2102,W,4:30pm,6:30pm,0
TLPL,TLPL478K,0101,EGR,0108,W,4:30pm,6:30pm,3
TLPL,TLPL479G,0101,TWS,0320,F,12:00pm,2:45pm,0
TLPL,TLPL479G,0201,TWS,1310,F,12:00pm,2:45pm,0
TLPL,TLPL479G,0301,SHM,2102,F,12:00pm,2:45pm,0
TLPL,TLPL663,0101,TWS,1320,M,5:00pm,7:45pm,6
TLPL,TLPL692,0101,LEF,2205,M,4:15pm,7:00pm,11
TLPL,TLPL708B,0101,TWS,0310,W,12:00pm,2:45pm,5
TLPL,TLPL766,0101,ASY,2309,W,1:00pm,3:45pm,13
TLPL,TLPL788D,0101,TWS,0310,M,12:00pm,12:50pm,16
TLPL,TLPL788X,0101,ASY,2309,Tu,4:15pm,7:00pm,8
UMEI,UMEI004,0101,ESJ,2212,TuTh,9:00am,11:50am,1
UMEI,UMEI004,0301,ESJ,2212,TuTh,9:00am,11:50am,2
